aparcamiento entre_edificios escalera pasillo_abajo pasillo_DCCIA taller_imagen 
50 6
0.018410768562744248 0.02257173219978746 0.003340292275574113 0.005333333333333333 0.004311672312904219 0.014637703807886648 
0.017658127080619482 0.015770456960680128 0.020041753653444676 0.020266666666666665 0.016938712657838004 0.022399333229150387 
0.013721233174120712 0.024187035069075453 0.05762004175365344 0.0336 0.05235602094240838 0.011824764286086368 
0.021768707482993196 0.02614240170031881 0.0012526096033402922 0.007466666666666667 0.0073914382506929475 0.01937802781684638 
0.01707917209436966 0.019893730074388948 0.06346555323590815 0.042666666666666665 0.05697566984909147 0.014481429390008856 
0.021073961499493414 0.015430393198724761 0.005845511482254697 0.018133333333333335 0.028333846627656298 0.023493254154294943 
0.016558112606744824 0.024357066950053134 0.011691022964509395 0.0288 0.02309824453341546 0.016200447986664583 
0.021710811984368215 0.01381509032943677 0.010438413361169102 0.0176 0.018478595626732368 0.021461686721883626 
0.026139817629179333 0.013219978746014879 0.013361169102296452 0.0096 0.009239297813366184 0.02333697973641715 
0.019597626284556375 0.013390010626992561 0.013778705636743214 0.020266666666666665 0.02402217431475208 0.019169661926342656 
0.02457663916630482 0.012539851222104145 0.005427974947807933 0.010133333333333333 0.006159531875577456 0.02396207740792832 
0.018034447821681863 0.031073326248671627 0.023799582463465554 0.029333333333333333 0.037573144441022485 0.022659790592280044 
0.016500217108119844 0.022699256110520722 0.015031315240083507 0.0464 0.019402525408068985 0.011199666614575193 
0.019076566796931538 0.01946865037194474 0.0016701461377870565 0.009066666666666667 0.006159531875577456 0.02354534562692087 
0.019568678535243886 0.01908607863974495 0.02338204592901879 0.031466666666666664 0.02648598706498306 0.017398551857061 
0.021797655232305688 0.01793836344314559 0.006263048016701462 0.016533333333333334 0.010779180782260549 0.01614835651403865 
0.021971341728180632 0.042975557917109455 0.0025052192066805845 0.0048 0.0036957191253464737 0.028233578163254676 
0.01846866406136923 0.02507970244420829 0.012526096033402923 0.014933333333333333 0.013858946720049276 0.019065478981090796 
0.020234476769431176 0.02614240170031881 0.003340292275574113 0.005333333333333333 0.004003695719125347 0.01646090534979424 
0.019684469532493847 0.012157279489904357 0.008350730688935281 0.010666666666666666 0.009547274407145057 0.014793978225764443 
0.023563467940367636 0.020871413390010626 0.0162839248434238 0.017066666666666667 0.01324299353249153 0.01896129603583893 
0.021392386741930815 0.016578108395324122 0.008350730688935281 0.012266666666666667 0.005851555281798583 0.01937802781684638 
0.014242292661745549 0.01908607863974495 0.07181628392484342 0.034666666666666665 0.0668309208500154 0.008907641819034223 
0.018410768562744248 0.034558979808714134 0.2 0.06186666666666667 0.08068986757006467 0.024430900661561703 
0.01817918656824432 0.012667375132837408 0.010855949895615866 0.014933333333333333 0.006467508469356329 0.0157316247330312 
0.01453177015487046 0.025462274176408076 0.027139874739039668 0.029333333333333333 0.043424699722821064 0.022763973537531908 
0.024345057171804893 0.022741764080765142 0.0037578288100208767 0.008533333333333334 0.004311672312904219 0.02427462624368391 
0.020089738022868724 0.017513283740701383 0.0029227557411273487 0.0128 0.005235602094240838 0.018179923946449968 
0.020234476769431176 0.02780021253985122 0.006263048016701462 0.013866666666666666 0.019094548814290114 0.02661874251185081 
0.019684469532493847 0.01181721572794899 0.003340292275574113 0.005866666666666667 0.0073914382506929475 0.02354534562692087 
0.022318714719930525 0.015855472901168968 0.007933194154488519 0.0304 0.012935016938712659 0.016825545658175758 
0.018063395570994355 0.015175345377258237 0.004592901878914405 0.014933333333333333 0.0076994148444718205 0.01708600302130541 
0.018671298306556665 0.02605738575982997 0.008350730688935281 0.03626666666666667 0.030797659377887282 0.016252539459290515 
0.020871327254305978 0.01181721572794899 0.010855949895615866 0.020266666666666665 0.02617801047120419 0.020419857269365006 
0.022289766970618033 0.015557917109458023 0.0037578288100208767 0.0064 0.004003695719125347 0.029535864978902954 
0.018063395570994355 0.017215727948990435 0.0025052192066805845 0.0096 0.010163227594702803 0.02516018127832474 
0.020495006513243597 0.022529224229543038 0.007933194154488519 0.022933333333333333 0.012627040344933785 0.019586393707350106 
0.02515559415255464 0.028310308182784273 0.014196242171189978 0.0176 0.019094548814290114 0.02260769911965411 
0.01852655955999421 0.017810839532412328 0.004592901878914405 0.0080 0.008315368032029567 0.015419075897275616 
0.02185555073093067 0.013645058448459086 0.003340292275574113 0.0080 0.006467508469356329 0.019846851070479763 
0.019279201042118974 0.0257173219978746 0.007098121085594989 0.034666666666666665 0.01632275947028026 0.015262801479397823 
0.022666087711680417 0.014537725823591923 0.010020876826722338 0.024 0.014782876501385895 0.017815283638068447 
0.016355478361557388 0.027460148777895856 0.18288100208768268 0.05226666666666667 0.11271943332306744 0.01937802781684638 
0.019308148791431466 0.0214240170031881 0.0012526096033402922 0.007466666666666667 0.003079765937788728 0.017971558055946243 
0.02428716167317991 0.0165356004250797 0.007098121085594989 0.0112 0.008007391438250694 0.02286815648278377 
0.018613402807931684 0.014537725823591923 0.005010438413361169 0.016 0.009239297813366184 0.038703964161066834 
0.021392386741930815 0.014070138150903294 0.005427974947807933 0.010133333333333333 0.004927625500461965 0.023701620044798668 
0.02220292372268056 0.019808714133900108 0.024217118997912318 0.03573333333333333 0.0317215891592239 0.019898942543105695 
0.016181791865682443 0.024569606801275238 0.02045929018789144 0.0144 0.011395133969818293 0.016669271240297965 
0.02509769865392966 0.010329436769394261 0.014613778705636743 0.026133333333333335 0.018170619032953497 0.022347241756524458 
