aparcamiento entre_edificios escalera pasillo_abajo pasillo_DCCIA taller_imagen 
40 6
0.02953525409005357 0.02185838826281097 0.017190775681341718 0.029490616621983913 0.025949953660797033 0.025850836503882837 
0.027016070652960765 0.01845630448649798 0.01090146750524109 0.021447721179624665 0.0182267531665122 0.029342784176786367 
0.027826842333864194 0.04903253242611099 0.0033542976939203353 0.005361930294906166 0.004016064257028112 0.03955803408557878 
0.020240335891124946 0.026408675313629597 0.013417190775681341 0.05093833780160858 0.020080321285140562 0.01579194246104133 
0.029303605038366876 0.012842866255581543 0.018029350104821804 0.027345844504021447 0.01977139326536917 0.02522541304007922 
0.0215433618068626 0.019094195194556667 0.0037735849056603774 0.012868632707774798 0.0074142724745134385 0.02991608901860635 
0.02330968582597365 0.016457580267914097 0.013417190775681341 0.02037533512064343 0.01143033673154155 0.02366185438057018 
0.032952077602432316 0.033935785668722095 0.018448637316561847 0.02680965147453083 0.024096385542168676 0.02970761453067181 
0.02212248443607934 0.02628109717201786 0.004612159329140462 0.012868632707774798 0.009267840593141797 0.018293636316255798 
0.024178369769798754 0.03015096746757389 0.0012578616352201257 0.00482573726541555 0.007105344454742045 0.022619481940897482 
0.0168235123787462 0.02968318094833085 0.0620545073375262 0.036997319034852545 0.05715168365770775 0.014593214155417731 
0.024265238164181264 0.019944716138634914 0.00880503144654088 0.0193029490616622 0.0074142724745134385 0.020326262573617554 
0.027334588099029968 0.016415054220710185 0.011320754716981131 0.019839142091152815 0.025023169601482854 0.023713973002553814 
0.0345157087013175 0.020625132893897512 0.00880503144654088 0.019839142091152815 0.009267840593141797 0.032626257361755354 
0.025162878239467206 0.018371252392090157 0.009643605870020965 0.013404825737265416 0.008341056533827619 0.021524990879241153 
0.02168814246416679 0.02326174782054008 0.010062893081761006 0.019839142091152815 0.02162496138399753 0.031114817324229948 
0.02385985232372955 0.01348075696364023 0.008385744234800839 0.01876675603217158 0.028112449799196786 0.02246312607494658 
0.02585782539452729 0.02258133106527748 0.03312368972746331 0.03806970509383378 0.034599938214396046 0.025746599259915567 
0.015983784566381932 0.02151817988517967 0.03731656184486373 0.027882037533512063 0.018535681186283594 0.017355501120550374 
0.02577095700014478 0.01756325749521582 0.005450733752620545 0.013941018766756031 0.007723200494284831 0.028352530359097305 
0.02640799189228319 0.0318945354029343 0.005870020964360587 0.012332439678284183 0.007105344454742045 0.028769479334966385 
0.021948747647314318 0.029130342334679992 0.011320754716981131 0.013941018766756031 0.01421068890948409 0.02251524469693021 
0.03214130592152888 0.03563682755687859 0.0129979035639413 0.02359249329758713 0.02440531356194007 0.03403346015531349 
0.03225713044737223 0.021348075696364023 0.00880503144654088 0.012868632707774798 0.012974976830398516 0.0317923594100172 
0.028579701751845953 0.01794599192005103 0.010062893081761006 0.023056300268096516 0.012666048810627124 0.02345337989263564 
0.035500217170985955 0.020029768233042738 0.01509433962264151 0.012332439678284183 0.012974976830398516 0.029030072444884557 
0.01679455624728536 0.021050393365936636 0.0729559748427673 0.03806970509383378 0.07414272474513438 0.011413978214416011 
0.025799913131605616 0.018031044014458857 0.009643605870020965 0.032707774798927614 0.01606425702811245 0.01933600875592849 
0.029911683799044447 0.028662555815436957 0.0037735849056603774 0.0096514745308311 0.004324992276799506 0.029447021420753634 
0.025481395685536413 0.020497554752285777 0.0041928721174004195 0.015549597855227882 0.010194624652455977 0.044874133527909525 
0.023801940060807877 0.023942164575802678 0.005450733752620545 0.017158176943699734 0.010194624652455977 0.019544483243863032 
0.029564210221514405 0.03334042100786732 0.005031446540880503 0.011260053619302948 0.008649984553599012 0.02037838119560119 
0.02530765889677139 0.034871358707208165 0.011320754716981131 0.036997319034852545 0.028112449799196786 0.026684734455620994 
0.02058780946865499 0.02789708696576653 0.009643605870020965 0.03806970509383378 0.03151065801668211 0.01787668734038672 
0.017142029824815403 0.033808207527110355 0.19119496855345913 0.05951742627345844 0.12635156008649984 0.024391515088341063 
0.024323150427102938 0.03810333829470551 0.028092243186582808 0.029490616621983913 0.03614457831325301 0.031166935946213583 
0.02394672071811206 0.01845630448649798 0.014255765199161425 0.02198391420911528 0.036762434352795796 0.02887371657893365 
0.02102215144056754 0.028492451626621305 0.00880503144654088 0.03753351206434316 0.01977139326536917 0.015948298326992235 
0.01974808165629072 0.0363597703593451 0.2050314465408805 0.0648793565683646 0.08526413345690455 0.026215666857768282 
0.020443028811350804 0.02253880501807357 0.06708595387840671 0.048793565683646116 0.06302131603336422 0.016469484546828582 
