aparcamiento entre_edificios escalera pasillo_abajo pasillo_DCCIA taller_imagen 
20 6
0.035491815152832104 0.04600978931687593 0.01014799154334038 0.06341463414634146 0.033882499222878455 0.03276464757134658 
0.05223815732290309 0.07167482443072994 0.006342494714587738 0.007046070460704607 0.005595275101025801 0.06318150988678457 
0.04308271765898884 0.04158331559906363 0.07357293868921776 0.08672086720867209 0.08237488343176873 0.032347263525851724 
0.050760538896132114 0.028942328154926582 0.02748414376321353 0.05094850948509485 0.045383898041653714 0.0499817394480096 
0.03731710850354918 0.046392849542455844 0.014799154334038054 0.05799457994579946 0.032949953372707494 0.035581989878436894 
0.06095900333188469 0.04677590976803575 0.01945031712473573 0.03848238482384824 0.03170655890581287 0.06912923253508635 
0.06020570766333478 0.03775271334326452 0.03551797040169133 0.04932249322493225 0.036369288156667706 0.0496165284082016 
0.05583079820367956 0.05281974888274101 0.019873150105708247 0.036314363143631435 0.03326080198943115 0.053112119789221056 
0.0521802115022454 0.06294956373696531 0.005919661733615222 0.02005420054200542 0.014920733602735468 0.04872958731152502 
0.06411705055772852 0.04022132368589062 0.013953488372093023 0.034688346883468835 0.021137705937208578 0.061511973704805135 
0.05351296537737216 0.0508618855075548 0.023255813953488372 0.04390243902439024 0.022381100404103203 0.050138258465070175 
0.036216137911053166 0.042349436050223455 0.09302325581395349 0.06449864498644986 0.09294373640037301 0.03130380341211457 
0.03844705200637404 0.05320280910832092 0.24228329809725158 0.0986449864498645 0.10879701585327946 0.049251317368393596 
0.06686947703896856 0.04375399021068312 0.009725158562367865 0.03577235772357724 0.03139571028908921 0.07685083737674127 
0.045574387947269306 0.06656735475633113 0.03509513742071882 0.048238482384823846 0.05533105377681069 0.055564251056503366 
0.05751122700275243 0.03775271334326452 0.019027484143763214 0.03523035230352303 0.04507304942493006 0.05806855532947253 
0.03850499782703173 0.05694828686954671 0.07399577167019028 0.06449864498644986 0.07926639726453218 0.03626023895236605 
0.06527596697088223 0.04941476909980847 0.03382663847780127 0.05420054200542006 0.040410320174075226 0.055825116084937655 
0.03143560770679415 0.05826771653543307 0.2346723044397463 0.09268292682926829 0.1728318308983525 0.04288621067459696 
0.05446907141822396 0.06575867205788466 0.008033826638477801 0.017344173441734417 0.013988187752564501 0.0478948192205353 
